layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,918088.532000,0.000000,0.000000,-nan,0.000000,918088.533000,0.017019,0.033093,0.000000,-nan,0.000000,2568157.690000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1300828.607000,0.024023,0.046712,0.000000,-nan,0.000000,2568157.690000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1694093.863000,0.036893,0.071736,0.000000,-nan,0.000000,2568157.690000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,2108408.429000,0.059286,0.115279,0.000000,-nan,0.000000,2568157.690000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,2564821.677000,0.097473,0.189530,0.000000,-nan,0.000000,2568157.690000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,540610.547000,0.924880,1.798378,0.000000,-nan,0.000000,2568157.690000
SUM,test1,3336.000000,0.006000,0.006000,0.000000,918088.532000,0.000000,0.000000,NONE,NONE,9126851.656000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,2564821.678000,total comp,3336.012000,total time,2568157.690000
