layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,3227624.914000,0.000000,0.000000,-nan,0.000000,3227624.915000,0.004841,0.009615,0.000000,-nan,0.000000,9492185.038000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,4763288.317000,0.006561,0.013030,0.000000,-nan,0.000000,9492185.038000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,6309730.463000,0.009905,0.019673,0.000000,-nan,0.000000,9492185.038000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,7877730.097000,0.015868,0.031515,0.000000,-nan,0.000000,9492185.038000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,9488849.025000,0.026347,0.052328,0.000000,-nan,0.000000,9492185.038000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1697353.195000,0.294576,0.585061,0.000000,-nan,0.000000,9492185.038000
SUM,test1,3336.000000,0.006000,0.006000,0.000000,3227624.914000,0.000000,0.000000,NONE,NONE,33364576.012000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,9488849.026000,total comp,3336.012000,total time,9492185.038000
