layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,88820.392000,0.000000,0.000000,-nan,0.000000,88820.393000,0.175917,0.263875,0.000000,-nan,0.000000,251476.516000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,125851.425000,0.248309,0.372463,0.000000,-nan,0.000000,251476.516000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,163900.273000,0.381329,0.571994,0.000000,-nan,0.000000,251476.516000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,203984.753000,0.612791,0.919186,0.000000,-nan,0.000000,251476.516000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,248140.503000,1.007494,1.511241,0.000000,-nan,0.000000,251476.516000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,52298.293000,9.560541,14.340812,0.000000,-nan,0.000000,251476.516000
SUM,test1,3336.000000,0.006000,0.006000,0.000000,88820.392000,0.000000,0.000000,NONE,NONE,882995.640000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,248140.504000,total comp,3336.012000,total time,251476.516000
