layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,381124.630000,0.000000,0.000000,-nan,0.000000,381124.631000,0.040997,0.077439,0.000000,-nan,0.000000,1123809.190000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,562463.025000,0.055559,0.104945,0.000000,-nan,0.000000,1123809.190000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,745073.689000,0.083884,0.158448,0.000000,-nan,0.000000,1123809.190000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,930228.893000,0.134376,0.253820,0.000000,-nan,0.000000,1123809.190000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1120473.177000,0.223120,0.421449,0.000000,-nan,0.000000,1123809.190000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,200422.441000,2.494731,4.712269,0.000000,-nan,0.000000,1123809.190000
SUM,test1,3336.000000,0.006000,0.006000,0.000000,381124.630000,0.000000,0.000000,NONE,NONE,3939785.856000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,1120473.178000,total comp,3336.012000,total time,1123809.190000
