layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,787680.274000,0.000000,0.000000,-nan,0.000000,787680.275000,0.019837,0.038571,0.000000,-nan,0.000000,2319048.510000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1162457.503000,0.026883,0.052272,0.000000,-nan,0.000000,2319048.510000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1539864.213000,0.040588,0.078921,0.000000,-nan,0.000000,2319048.510000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1922529.639000,0.065019,0.126425,0.000000,-nan,0.000000,2319048.510000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,2315712.497000,0.107958,0.209919,0.000000,-nan,0.000000,2319048.510000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,414217.719000,1.207095,2.347129,0.000000,-nan,0.000000,2319048.510000
SUM,test1,3336.000000,0.006000,0.006000,0.000000,787680.274000,0.000000,0.000000,NONE,NONE,8142461.846000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,2315712.498000,total comp,3336.012000,total time,2319048.510000
