layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,138793.251000,0.000000,0.000000,-nan,0.000000,138793.252000,0.112578,0.223591,0.000000,-nan,0.000000,5392855.848000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,283195.116000,0.110348,0.219163,0.000000,-nan,0.000000,5392855.848000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,1131093.861000,0.055256,0.109745,0.000000,-nan,0.000000,5392855.848000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,2243078.883000,0.055727,0.110680,0.000000,-nan,0.000000,5392855.848000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,5389519.835000,0.046386,0.092128,0.000000,-nan,0.000000,5392855.848000
embedding_layer,test1,556.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,-nan,0.000000,88881.516000,5.625467,11.172802,0.000000,-nan,0.000000,5392855.848000
SUM,test1,3336.000000,0.006000,0.006000,0.000000,138793.251000,0.000000,0.000000,NONE,NONE,9274562.463000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,5389519.836000,total comp,3336.012000,total time,5392855.848000
